prwp_id,date,author,title,year,ssrn_downloads,ssrn_id,okr_downloads,okr_abstract_views,okr_handle,dandr_downloads,total_downloads
6620,2013-09-01,Ejaz Ghani; Arti Grover Goswami; William R. Kerr;,The Golden Quadrilateral Highway Project and Urban/Rural Manufacturing in India,2013,61,2331041,742,1678,10986/16314,820,1623
6621,2013-09-01,Roumeen Islam;,Macroeconomic Context and Fiscal Policy Design Europe and Central Asia during 2000-2012,2013,40,2331723,398,494,10986/16315,498,936
6622,2013-09-01,Megha Mukim,Coagglomeration of Formal and Informal Industry: Evidence from India,2013,77,2331724,951,684,10986/16241,1495,2523
6623,2013-09-01,Laura Chioda; Augusto de la Torre; William F. Maloney,Toward a Conceptual Framework for the Knowledge Bank,2013,53,2333919,386,534,10986/16206,742,1181
6624,2013-09-01,Stijn Claessens ; Yaye Seynabou Sakho,Assessing Firms’ Financing Constraints in Brazil,2013,73,2333920,478,602,10986/16842,858,1409
6625,2013-09-01,Robert Cull; Sergio Navajas; Ippei Nishida; Renate Zeiler,A New Index of the Business Environment for Microfinance,2013,79,2333921,455,993,10986/16843,1222,1756
6626,2013-09-01,Denis Cogneau; Sandrine Mesplé-Somps; Gilles Spielvogel,Development at the Border: Policies and National Integration in Côte d'Ivoire and its Neighbors,2013,18,2333942,277,467,10986/16844,544,839
6627,2013-09-01,Susmita Dasgupta; Paul Martin; Hussain A. Samad,Addressing Household Air Pollution: A Case Study in Rural Madagascar,2013,65,2333943,703,1266,10986/16380,1901,2669
6628,2013-09-01,Joseph E. Stiglitz; Justin Yifu Lin; Célestin Monga;,The Rejuvenation of Industrial Policy,2013,1119,2333944,2863,2393,10986/16845,3665,7647
6629,2013-09-01,Barry Eichengreen; Poonam Gupta,The Real Exchange Rate and Export Growth: Are Services Different?,2013,138,2333945,533,1127,10986/16846,909,1580
6630,2013-10-01,Jose Anson ; Alexandre Berthaud; Leora Klapper; Dorothe Singer,Financial Inclusion and the Role of the Post Office,2013,511,2343708,1392,1416,10986/16882,4505,6408
6631,2013-10-01,Monica Das Gupta,"Population, Poverty, and Climate Change",2013,95,2335142,1115,1734,10986/16848,3598,4808
6632,2013-10-01,Sophie Pouget,Arbitrating and Mediating Disputes: Benchmarking Arbitration and Mediation Regimes for Commercial Disputes Related to Foreign Direct Investment,2013,128,2335143,1352,1685,10986/16849,NA,1480
6633,2013-10-01,Joseph Stiglitz; Justin Lin; Célestin Monga; Ebrahim Patel;,Industrial Policy in the African Context,2013,262,2335144,3852,1325,10986/16850,4371,8485
6634,2013-10-01,Claudia Ruiz,From Pawn Shops to Banks: The Impact of Formal Credit on Informal Households,2013,179,2335796,444,1152,10986/16851,1402,2025
6635,2013-10-01,Douglas Hostland ; Marcelo M. Giugale,Africa’s Macroeconomic Story,2013,71,2335797,811,975,10986/16852,1974,2856
6636,2013-10-01,Deniz Anginer; Asli Demirguc-Kunt; Harry Huizinga; Kebin Ma;,How does corporate governance affect bank capitalization strategies?,2013,143,2335798,421,607,10986/16853,1017,1581
6637,2013-10-01,Ståle Navrud ; Jon Strand,Valuing Global Public Goods: A European Delphi Stated Preference Survey of Population Willingness to Pay for Amazon Rainforest Preservation,2013,79,2336347,440,662,10986/16854,1197,1716
6638,2013-10-01,Jérôme Héericourt ; Sandra Poncet,"Exchange Rate Volatility, Financial Constraints, and Trade: Empirical Evidence from Chinese Firms",2013,51,2336348,726,858,10986/16855,NA,777
6639,2013-10-01,Marcin Piatkowski,Poland’s New Golden Age: Shifting from Europe’s Periphery to Its Center,2013,132,2336349,965,1198,10986/16856,NA,1097
6640,2013-10-01,Leora Klapper ; Christine Richmond ; Trang Tran,Civil Conflict and Firm Performance: Evidence from Côte d'Ivoire,2013,62,2336350,391,578,10986/16857,763,1216
6641,2013-10-01,Kaushik Basu; Supriyo De; Dilip Ratha ; Hans Timmer,"Sovereign Ratings in the Post-Crisis World: An Analysis of Actual, Shadow and Relative Risk Ratings",2013,83,2337259,505,766,10986/16859,1490,2078
6642,2013-10-01,Asli Demirguc-Kunt; Leora Klapper; Douglas Randall,Islamic Finance and Financial Inclusion: Measuring Use of and Demand for Formal Financial Services among Muslim Adults,2013,422,2341370,4080,2378,10986/16875,NA,4502
6643,2013-10-01,Terrie Walmsley; Angel Aguiar; S. Amer Ahmed,Labor Migration and Economic Growth in East and Southeast Asia,2013,45,2337260,1281,1402,10986/16858,2105,3431
6644,2013-10-01,Yi Lu; Huihua Xie; Lixin Colin Xu,Telecommunications Externality on Migration: Evidence from Chinese Villages,2013,48,2337261,662,471,10986/21473,1626,2336
6645,2013-10-01,David Rosenblatt ; Tamara J. McGavock,A Note on the Simple Algebra of the Shared Prosperity Indicator,2013,51,2337798,282,511,10986/16860,547,880
6646,2013-10-01,Alexander Moore ; Stéphane Straub ; Jean-Jacques Dethier,"Regulation, Renegotiation and Capital Structure: Theory and Evidence from Latin American Transport Concessions",2013,74,2337799,344,623,10986/16862,871,1289
6647,2013-10-01,Fatih Yılmaz ; Jacqueline Coolidge,Can E-Filing Reduce Tax Compliance Costs in Developing Countries?,2013,207,2337800,1214,2046,10986/16861,1439,2860
6648,2013-10-01,Ejaz Ghani; William R. Kerr; Ishani Tewari;,"Specialization, Diversity, and Indian Manufacturing Growth",2013,63,2338258,574,1669,10986/16863,1095,1732
6649,2013-10-01,Ambar Narayan ; Jaime Saavedra; Sailesh Tiwari;,"Shared Prosperity: Links to Growth, Inequality and Inequality of Opportunity",2013,109,2338259,553,996,10986/16866,1943,2605
6650,2013-10-01,Benjamin Wood; Carl Nelson; Talip Kilic; Siobhan Murray,"Up in Smoke? Agricultural Commercialization, Rising Food Prices and Stunting in Malawi",2013,88,2338260,501,570,10986/16864,1939,2528
6651,2013-10-01,Ha Nguyen ; Rong Qian,Demand Collapse or Credit Crunch to Firms? Evidence from the World Bank’s Financial Crisis Survey in Eastern Europe,2013,38,2338261,271,476,10986/16865,732,1041
6652,2013-10-01,Eva Gutierrez; Sandeep Singh,What Regulatory Frameworks Are More Conducive to Mobile Banking? Empirical Evidence from Findex Data,2013,251,2338858,759,932,10986/16867,1897,2907
6653,2013-10-01,Marek Hanusch ; Philip Keefer,"Promises, Promises: Vote-Buying and the Electoral Mobilization Strategies of Non-Credible Politicians",2013,58,2340779,320,659,10986/16868,540,918
6654,2013-10-01,Marek Hanusch ; Philip Keefer,Political budget cycles and the organization of political parties,2013,60,2340780,496,724,10986/16869,683,1239
6655,2013-10-01,Selahattin Selşah Paşalı,Where Is The Cheese? Synthesizing a Giant Literature on Causes and Consequences of Financial Sector Development,2013,158,2341371,587,611,10986/16870,1972,2717
6656,2013-10-01,Ejaz Ghani; William R. Kerr ; Stephen D. O’Connell,Input Usage and Productivity in Indian Manufacturing Plants,2013,38,2341372,329,1015,10986/16874,502,869
6657,2013-10-01,Douglas Addison;,The Quality of Budget Execution and Its Correlates,2013,43,2341373,523,787,10986/16871,876,1442
6658,2013-10-01,Tiemen Woutersen ; Shahidur R. Khandker,Estimating the Effects of Credit Constraints on Productivity of Peruvian Agriculture,2013,81,2341374,269,414,10986/16876,554,904
6659,2013-10-01,Dean Spears ; Sneha Lamba,Effects of Early-Life Exposure to Sanitation on Childhood Cognitive Skills: Evidence from India's Total Sanitation Campaign,2013,115,2341375,540,663,10986/16872,3215,3870
6660,2013-10-01,Mohamed Ihsan Ajwad; Kenneth Simler; Mehtabul Azam; Basab Dasgupta; Misha Bonch-Osmolovskiy; Irena Topińska,Simulating Poverty in Europe: The Potential Contributions of Employment and Education to Reducing Poverty and Social Exclusion by 2020,2013,44,2341376,407,727,10986/16873,2477,2928
6661,2013-10-01,Célestin Monga,The Mechanics of Job Creation: Seizing the New Dividends of Globalization,2013,43,2341957,394,673,10986/16877,841,1278
6662,2013-10-01,Hei Sing (Ron) Chan; Shanjun Li; Fan Zhang,Firm Competitiveness and the European Union Emissions Trading Scheme,2013,42,2342424,595,629,10986/16847,2367,3004
6663,2013-10-01,Errol G. Graham,Perverse Supply Response in the Liberian Mining Sector,2013,44,2342425,NA,NA,NA,1375,1419
6664,2013-10-01,Shirley Ballaney; Marie-Agnes Bertaud; Patricia Clarke Annez; C.K. Koshy; Bindu Nair; Bimal Patel; Vidyadhar Phatak; Vasudha Thawakar,"Inventory of Public Land in Ahmedabad, Gujarat, India",2013,79,2342426,675,823,10986/16878,2004,2758
6665,2013-10-01,George E. Peterson; Vasudha Thawakar;,Capturing the Value of Public Land for Urban Infrastructure: Centrally Controlled Landholdings,2013,106,2342427,682,945,10986/16879,NA,788
6666,2013-10-01,Gissele Gajate-Garrido,Excluding the Rural Population: the Impact of Public Expenditure on Child Malnutrition In Peru,2013,27,2342428,447,714,10986/16880,837,1311
6667,2013-10-01,Alessandro Barattieri; Maya Eden; Dalibor Stevanovic,The Connection Between Wall Street and Main Street: Measurement and Implications for Monetary Policy,2013,34,2342429,348,748,10986/16881,513,895
6668,2013-10-01,Peter H. May; Britaldo Silveira Soares-Filho ; Jon Strand,How Much Is the Amazon Worth? The State of Knowledge Concerning the Value of Preserving Amazon Rainforests,2013,215,2343709,1132,1727,10986/16883,2664,4011
6669,2013-10-01,José Guilherme Reis ; Gonzalo Varela,Travel Channel Meets Discovery Channel or How Tourism Can Encourage Better Export Performance and Diversification in Nepal,2013,22,2344037,277,556,10986/16884,954,1253
6670,2013-10-01,Veselin Kuntchev; Rita Ramalho; Jorge Rodríguez-Meza; Judy S. Yang,What Have We Learned from the Enterprise Surveys Regarding Access to Credit by SMEs?,2013,277,2344038,926,965,10986/16885,1514,2717
6671,2013-10-01,M. Shahe Emran; Asadul Islam; Forhad Shilpi,Admission Is Free Only If Your Dad Is Rich! Distributional Effects of Corruption in Schools in Developing Countries,2013,35,2344039,362,581,10986/16886,841,1238
6672,2013-10-01,Alexander Krauss; Carol Graham;,"Subjective wellbeing in Colombia:  Some insights on vulnerability, job security, and relative incomes",2013,39,2344040,380,521,10986/16887,929,1348
6673,2013-10-01,Rinku Murgai; Martin Ravallion ; Dominique van de Walle,Is Workfare Cost-Effective against Poverty in a Poor Labor-Surplus Economy?,2013,34,2344042,639,1054,10986/16888,1346,2019
6674,2013-10-01,Moon Jung Choi; Eva Gutierrez; Maria Soledad Martinez Peria;,Dissecting Foreign Bank Lending Behavior During the 2008-2009 Crisis,2013,33,2344543,344,472,10986/16889,1157,1534
6675,2013-10-01,Ejaz Ghani; Anandi Mani; Stephen D. O’Connell;,Can Political Empowerment Help Economic Empowerment?  Women Leaders and Female Labor Force Participation in India,2013,195,2344544,1194,1365,10986/16890,1962,3351
6676,2013-10-01,Sandra Poncet ; Felipe Starosta de Waldemar,Product relatedness and Firm exports in China,2013,41,2345008,423,631,10986/16891,671,1135
6677,2013-10-01,Stéphane Hallegatte; Marianne Fay ; Adrien Vogt-Schilb,Green Industrial Policies: When and How,2013,184,2346540,1890,2970,10986/16892,2810,4884
6678,2013-10-01,Hans Lofgren,Creating and Using Fiscal Space for Accelerated Development in Liberia,2013,29,2346541,272,499,10986/16893,1159,1460
6679,2013-10-01,Larry Karp; Sauleh Siddiqui ; Jon Strand,Dynamic Climate Policy with Both Strategic and Non-Strategic Agents: Taxes Versus Quantities,2013,13,2346542,211,391,10986/16894,486,710
6680,2013-10-01,Javier Morales Sarriera; Gonzalo Araya; Tomas Serebrisky; Cecilia Briceño-Garmendía; Jordan Schwartz,Benchmarking Container Port Technical Efficiency in Latin America and the Caribbean: A Stochastic Frontier Analysis,2013,110,2347788,679,799,10986/16896,2976,3765
6681,2013-10-01,Donald F. Larson ; Daniel Zerfu Gurara,A Conceptual Model of Incomplete Markets and the Consequences for Technology Adoption Policies in Ethiopia,2013,84,2347789,406,610,10986/16895,671,1161
6682,2013-10-01,Sahar Nasr; Ahmed Rostom,"SME Contributions to Employment, Job Creation, and Growth in the Arab World",2013,77,2347790,3240,7018,10986/16897,2250,5567
6683,2013-10-01,George E. Peterson;,Unlocking Land Values for Urban Infrastructure Finance: International Experience: Considerations for Indian Policy,2013,119,2348416,588,682,10986/16898,1177,1884
6684,2013-10-01,Thorsten Beck ; Robert Cull,Banking in Africa,2013,648,2348417,1667,1688,10986/16899,2248,4563
6685,2013-11-01,Tessa Bold; Mwangi Kimenyi; Germano Mwabu ; Justin Sandefur,Can Free Provision Reduce Demand for Public Services? Evidence from Kenyan Education,2013,24,2348949,477,466,10986/16911,1390,1891
6686,2013-11-01,Cesi Cruz; Philip Keefer,The Organization of Political Parties and the Politics of Bureaucratic Reform,2013,129,2349954,374,647,10986/16926,1622,2125
6687,2013-11-01,Alain Durand-Lasserve  ; Maÿlis Durand-Lasserve  ; Harris Selod,"A Systemic Analysis of Land Markets and Land Institutions in West African Cities: Rules and Practices The Case of Bamako, Mali",2013,74,2349955,613,859,10986/16928,2283,2970
6688,2013-11-01,Robert Cull; Lixin Colin Xu; Xi Yang; Li-An Zhou; Tian Zhu,Market Facilitation by Local Government and Firm Efficiency: Evidence from China,2013,88,2350534,608,1029,10986/16927,1057,1753
6689,2013-11-01,Emily Beam; David McKenzie; Dean Yan,Unilateral Facilitation Does Not Raise International Labor Migration from the Philippines,2013,22,2350535,265,474,10986/16925,568,855
6690,2013-11-01,Tazeen Hasan ; Ziona Tanzer,"Women’s Movements, Plural Legal Systems and the Botswana Constitution: How Reform Happens",2013,31,2351068,678,777,10986/16924,1033,1742
6691,2013-11-01,Delfin S. Go; Sherman Robinson; Karen Thierfelder; Robert Utz,Dutch Disease and Spending Strategies in a  Resource-Rich Low-income Country – The Case of Niger,2013,58,2351069,321,531,10986/16923,1848,2227
6692,2013-11-01,Mohammad Amin; Jamal Ibrahim Haidar,Trade Facilitation and Country Size,2013,45,2352102,331,508,10986/16922,975,1351
6693,2013-11-01,Jean-Jacques Dethier,Coping with Urban Fiscal Stress around the World,2013,70,2352103,326,574,10986/16921,563,959
6694,2013-11-01,Hai-Anh H. Dang ; Elizabeth M. King,Incentives and Teacher Effort: Further Evidence from a Developing Country,2013,46,2352104,743,822,10986/16920,876,1665
6695,2013-11-01,Mary Hallward-Driemeier; Ousman Gajigo,Strengthening Economic Rights and Women’s Occupational Choice The Impact of Reforming Ethiopia’s Family Law,2013,84,2352105,717,1417,10986/16919,2394,3195
6696,2013-11-01,David M. Gould; Congyan Tan; Amir S. Sadeghi Emamgholi,Attracting Foreign Direct Investment What Can South Asia’s Lack of Success Teach Other Developing Countries?,2013,142,2352106,968,1962,10986/16918,3089,4199
6697,2013-11-01,Tazeen Fasih; Harry Anthony Patrinos; Chris Sakellariou;,"Functional Literacy, Heterogeneity and the Returns to Schooling:  Multi-Country Evidence",2013,30,2353656,665,514,10986/16917,724,1419
6698,2013-11-01,Donato De Rosa; Mariana Iootty; Florina Pirlea; Arabela Aprahamian; Alexandru Stanescu,Product market policies in Romania: A comparison with EU partners,2013,25,2353657,258,443,10986/16916,645,928
6699,2013-11-01,Jun E. Rentschler,Why Resilience Matters — The Poverty Impacts of Disasters,2013,200,2353658,791,890,10986/16915,4241,5232
6700,2013-11-01,Kaushik Basu;,Shared Prosperity and the Mitigation of Poverty: In Practice and in Precept,2013,368,2354167,597,658,10986/16914,2204,3169
6701,2013-11-01,Harry Anthony Patrinos; Eduardo Velez ; Catherine Yan Wang,Framework for the Reform of Education Systems and Planning for Quality,2013,97,2354752,800,1223,10986/16910,4339,5236
6702,2013-11-01,Sumeet R. Patil ; Benjamin F. Arnold ; Alicia Salvatore ; Bertha Briceno ; John M. Colford; Jr. ; Paul J. Gertler,"A Randomized, Controlled Study of a Rural Sanitation Behavior Change Program in Madhya Pradesh, India",2013,143,2354753,793,832,10986/16913,1297,2233
6703,2013-11-01,Inci Ötker-Robe ; Anca Maria Podpiera;,The Social Impact of Financial Crises: Evidence from the Global Financial Crisis,2013,300,2354754,6284,16599,10986/16912,11018,17602
6704,2013-11-01,Augusto López Claros,Removing Impediments to Sustainable Economic Development: The Case of Corruption,2013,106,2355623,1114,1013,10986/16909,7520,8740
6705,2013-11-01,Shahrokh Fardoust ; Ashok Dhareshwar,Some Thoughts on Making Long-Term Forecasts for the World Economy,2013,72,2358536,396,564,10986/16908,954,1422
6706,2013-11-01,George Clarke; Yue Li; Lixin Colin Xu;,"Business Environment, Economic Agglomeration and Job Creation around the World",2013,46,2358537,401,698,10986/16907,758,1205
6707,2013-11-01,Christian De la Medina Soto; Tania Ghossein,Starting a Foreign Investment across Sectors,2013,60,2358538,1817,1721,10986/16906,2257,4134
6708,2013-11-01,Dieter De Smet,Employing Skilled Expatriates: Benchmarking skilled immigration regimes across economies,2013,56,2358539,447,591,10986/16905,947,1450
6709,2013-11-01,Ha Thi Hong Nguyen; Sarah Bales; Adam Wagstaff; Huyen Dao,Getting Incentives Right: An Impact Evaluation of District Hospital Capitation Payment in Vietnam,2013,53,2358540,404,669,10986/16904,2101,2558
6710,2013-11-01,Anne-Célia Disdier; Lionel Fontagné; Olivier Cadot;,North-South Standards Harmonization and International Trade,2013,37,2359829,339,671,10986/16903,672,1048
6711,2013-11-01,Andrew B. Bernard; Renzo Massari; Jose-Daniel Reyes; Daria Taglioni,"Exporter Dynamics, Firm Size and Growth, and Partial Year Effects",2013,22,2359830,262,447,10986/16902,621,905
