handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/14814,"Claessens, Stijn; Klingebiel, Daniela; Schmukler, Sergio L.. 2002. Explaining the Migration of            Stocks from Exchanges in Emerging Economies to International Centers. Policy Research Working Paper;No.2816. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14814 License: CC BY 3.0 IGO.”",16066,538.0,349.0,11/16/2021 17:25:34
10986/15832,"Strobl, Eric; Valfort, Marie-Anne. 2013. The Effect of Weather-Induced Internal Migration on Local Labor Markets : Evidence from Uganda. Policy Research Working Paper;No. 6600. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15832 License: CC BY 3.0 IGO.”",16887,509.0,423.0,11/16/2021 17:25:35
10986/16937,"Cordella, Tito; Pienknagura, Samuel. 2013. Macro Prudential Policies from a Micro Prudential Angle. Policy Research Working Paper;No. 6721. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16937 License: CC BY 3.0 IGO.”",18243,495.0,336.0,11/16/2021 17:25:36
10986/17423,"Bartelsman, Eric; Haltiwanger, John; Scarpetta, Stefano. 2004. Microeconomic Evidence of Creative Destruction in Industrial and Developing Countries. Policy Research Working Paper;No. 3464. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17423 License: CC BY 3.0 IGO.”",19076,878.0,331.0,11/16/2021 17:25:38
10986/18149,"McCarthy, F. Desmond; Bader, William; Pleskovic, Boris. 2003. Creating Partnerships for Capacity Building in Developing Countries : The Experience of the World Bank. Policy Research Working Paper;No. 3099. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18149 License: CC BY 3.0 IGO.”",19957,628.0,299.0,11/16/2021 17:25:39
10986/19284,"Wang, Hua; Jun Bi; Wheeler, David; Jinnan Wang; Dong Cao; Genfa Lu; Yuan Wang. 2002. Environmental Performance Rating            and Disclosure : China's Green-Watch Program. Policy Research Working Paper;No. 2889. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19284 License: CC BY 3.0 IGO.”",20332,538.0,294.0,11/16/2021 17:25:40
10986/19559,"Ianchovichina, Elena; Nicita, Alessandro; Soloaga, Isidro. 2001. Trade Reform and Household Welfare : The Case of Mexico. Policy Research Working Paper;No. 2667. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19559 License: CC BY 3.0 IGO.”",20458,509.0,450.0,11/16/2021 17:25:42
10986/23897,"Araar, Abdelkrim; Verme, Paolo. 2016. Prices and welfare. Policy Research Working Paper;No. 7566. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23897 License: CC BY 3.0 IGO.”",32139,695.0,275.0,11/16/2021 17:25:43
10986/23902,"Fuchs, Alan; Wolff, Hendrik. 2016. Drought and Retribution : Evidence from a Large-Scale Rainfall-Indexed Insurance Program in Mexico. Policy Research Working Paper;No. 7565. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23902 License: CC BY 3.0 IGO.”",32131,564.0,294.0,11/16/2021 17:25:44
10986/23919,"Lederman, Daniel; Porto, Guido. 2016. The Price Is Not Always Right : On the Impacts of Commodity Prices on Households (and Countries). Policy Research Working Paper;No. 7583. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23919 License: CC BY 3.0 IGO.”",32225,628.0,288.0,11/16/2021 17:25:46
10986/29411,"Jacoby, Hanan G.; Mansuri, Ghazala. 2018. Governing the Commons? : Water and Power in Pakistan's Indus Basin. Policy Research Working Paper;No. 8351. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29411 License: CC BY 3.0 IGO.”",53137,574.0,299.0,11/16/2021 17:25:47
10986/29846,"Sabarwal, Shwetlena; Kacker, Kanishka; Habyarimana, James. 2018. Better Than Most : Teacher Beliefs about Effort and Ability in Uganda. Policy Research Working Paper;No. 8440. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29846 License: CC BY 3.0 IGO.”",54367,464.0,316.0,11/16/2021 17:25:48
10986/31358,"Bakker, Jan David; Parsons, Christopher; Rauch, Ferdinand. 2019. Migration and Urbanization in Post-Apartheid South Africa. Policy Research working paper,no. WPS 8764;; Policy Research Working Paper;No. 8764. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31358 License: CC BY 3.0 IGO.”",58210,565.0,356.0,11/16/2021 17:25:49
10986/3614,"Delpeuch, Claire. 2011. African Cotton Markets at Crossroads : Will the Price Spike Turn into a New Kick-Start?. Policy Research working paper ; no. WPS 5847. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3614 License: CC BY 3.0 IGO.”",3486,784.0,394.0,11/16/2021 17:25:50
10986/3976,"Strand, Jon. 2010. The Full Economic Cost of Groundwater Extraction. Policy Research working paper ; no. WPS 5494. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3976 License: CC BY 3.0 IGO.”",3848,710.0,411.0,11/16/2021 17:25:52
10986/4011,"Lokshin, Michael; Radyakin, Sergiy. 2009. Month of Birth and Children’s Health in India. Policy Research working paper ; no. WPS 4813. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4011 License: CC BY 3.0 IGO.”",3883,446.0,352.0,11/16/2021 17:25:53
10986/4097,"Gootiiz, Batshur; Mattoo, Aaditya. 2009. Services in Doha : What’s on the Table?. Policy Research working paper ; no. WPS 4903. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4097 License: CC BY 3.0 IGO.”",3969,497.0,535.0,11/16/2021 17:25:55
10986/6698,"Montiel, Peter J.; Servén, Luis. 2008. Real Exchange Rates, Saving and Growth : Is There a Link ?. Policy Research Working Paper No. 4636. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6698 License: CC BY 3.0 IGO.”",6851,717.0,441.0,11/16/2021 17:25:56
10986/6751,"Seo, S. Niggol; Mendelsohn, Robert; Dinar, Ariel; Kurukulasuriya, Pradeep. 2008. Differential Adaptation Strategies by Agro-Ecological Zones in African Livestock Management. Policy Research Working Paper No. 4601. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6751 License: CC BY 3.0 IGO.”",6816,624.0,373.0,11/16/2021 17:25:57
10986/9340,"Zhang, Jian; Giles, John; Rozelle, Scott. 2012. Does It Pay to Be a Cadre? Estimating the Returns to Being a Local Official in Rural China. Policy Research Working Paper; No. 6081. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9340 License: CC BY 3.0 IGO.”",9532,1023.0,473.0,11/16/2021 17:25:59
10986/13133,"Lofgren, Hans. 2013. Closing Rural-Urban MDG Gaps in Low-Income Countries : A General Equilibrium Perspective. Policy Research Working Paper;No. 6390. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13133 License: CC BY 3.0 IGO.”",13747,621.0,348.0,11/16/2021 17:26:00
10986/14216,"Javorcik, Beata Smarzynska; Saggi, Kamal; Spatareanu, Mariana. 2004. Does It Matter Where You Come            From? Vertical Spillovers from Foreign Direct Investment and            the Nationality of Investors. Policy Research Working Paper;No.3449. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14216 License: CC BY 3.0 IGO.”",16377,524.0,380.0,11/16/2021 17:26:01
10986/14791,"Mattoo, Aaditya; Fink, Carsten. 2002. Regional Agreements and Trade            Services : Policy Issues. Policy Research Working Paper;No.2852. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14791 License: CC BY 3.0 IGO.”",16102,560.0,357.0,11/16/2021 17:26:03
10986/16922,"Amin, Mohammad; Haidar, Jamal Ibrahim. 2013. Trade Facilitation and Country Size. Policy Research Working Paper;No. 6692. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16922 License: CC BY 3.0 IGO.”",18214,508.0,331.0,11/16/2021 17:26:04
10986/18185,"Djankov, Simeon; Glaeser, Edward; La Porta, Rafael; Lopez-de-Silanes, Florencio; Shleifer, Andrei. 2003. The New Comparative Economics. Policy Research Working Paper;No. 3054. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18185 License: CC BY 3.0 IGO.”",20006,728.0,392.0,11/16/2021 17:26:05
10986/18332,"Lim, Jamus Jerome; Minne, Geoffrey. 2014. Learning from Financial Crises. Policy Research Working Paper;No. 6838. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18332 License: CC BY 3.0 IGO.”",20716,604.0,332.0,11/16/2021 17:26:07
10986/23444,"Angelsen, Arild; Dokken, Therese. 2015. Environmental Reliance, Climate Exposure, and Vulnerability : A Cross-Section Analysis of Structural and Stochastic Poverty. Policy Research Working Paper;No. 7474. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23444 License: CC BY 3.0 IGO.”",30145,645.0,299.0,11/16/2021 17:26:08
10986/23630,"Gindling, T. H.; Mossaad, Nadwa; Newhouse, David. 2016. Earnings Premiums and Penalties for Self-Employment and Informal Employees around the World. Policy Research Working Paper;No. 7530. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23630 License: CC BY 3.0 IGO.”",30864,533.0,288.0,11/16/2021 17:26:09
10986/24155,"Pastore, Francesco; Sattar, Sarosh; Sinha, Nistha; Tiongson, Erwin R.. 2016. When Do Gender Wage Differences Emerge? : A Study of Azerbaijan's Labor Market. Policy Research Working Paper;No. 7613. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24155 License: CC BY 3.0 IGO.”",32767,564.0,308.0,11/16/2021 17:26:10
10986/29832,"Batana, Yele M.; Cockburn, John. 2018. Do Demographics Matter for African Child Poverty?. Policy Research Working Paper;No. 8426. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29832 License: CC BY 3.0 IGO.”",54353,362.0,298.0,11/16/2021 17:26:12
10986/30579,"Bruhn, Miriam; Cho, Caleb; Marusic, Andreja; Nguyen, Ha; Reyes, Jose-Daniel; Tran, Trang. 2018. Courts and Business Registration : Evidence from Serbia. Policy Research Working Paper;No. 8611. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30579 License: CC BY 3.0 IGO.”",56677,384.0,378.0,11/16/2021 17:26:13
10986/31338,"Ha, Jongrim; Kose, M. Ayhan; Ohnsorge, Franziska L.. 2019. Understanding Inflation in Emerging and Developing Economies. Policy Research Working Paper;No. 8761. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31338 License: CC BY 3.0 IGO.”",58149,620.0,279.0,11/16/2021 17:26:14
10986/31737,"Calderon, Cesar; Cantu, Catalina. 2019. Trade Integration and Growth : Evidence from Sub-Saharan Africa. Policy Research Working Paper;No. 8859. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31737 License: CC BY 3.0 IGO.”",59176,444.0,297.0,11/16/2021 17:26:16
10986/31921,"Schweikert, Amy; Nield, Lindsey; Otto, Erica; Klemun, Magdalena; Ojanpera, Sanna; Deinert, Mark. 2019. Vulnerabilities of Networked Energy Infrastructure : A Primer. Policy Research Working Paper;No. 8901. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31921 License: CC BY 3.0 IGO.”",59545,494.0,302.0,11/16/2021 17:26:17
10986/33987,"Lopez-Acevedo, Gladys; Freije-Rodriguez, Samuel; Vergara Bahena, Mexico Alberto; Cardozo Medeiros, Diego. 2020. Changes in Female Employment in Mexico : Demographics, Economics, and Policies. Policy Research Working Paper;No. 9292. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33987 License: CC BY 3.0 IGO.”",66317,679.0,349.0,11/16/2021 17:26:18
10986/35563,"Giles, John T.; Lei, Xiaoyan; Wang, Gewei; Wang, Yafeng; Zhao, Yaohui. 2021. One Country, Two Systems : Evidence on Retirement Patterns in China. Policy Research Working Paper;No. 9650. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35563 License: CC BY 3.0 IGO.”",71400,413.0,298.0,11/16/2021 17:26:20
10986/4320,"Li, Yue; Wilson, John S.. 2009. Time as a Determinant of Comparative Advantage. Policy Research working paper ; no. WPS 5128. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4320 License: CC BY 3.0 IGO.”",4192,476.0,321.0,11/16/2021 17:26:21
10986/9289,"Araujo, M. Caridad; Ferreira, Francisco H.G.; Lanjouw, Peter; Özler, Berk. 2006. Local Inequality and Project Choice: Theory and Evidence from Ecuador. Policy Research Working Paper; No. 3997. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9289 License: CC BY 3.0 IGO.”",8799,546.0,386.0,11/16/2021 17:26:23
10986/9356,"Nose, Manabu; Yamauchi, Futoshi. 2012. Long-term Impacts of Global Food Crisis on Production Decisions : Evidence from Farm Investments in Indonesia. Policy Research Working Paper; No. 6065. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9356 License: CC BY 3.0 IGO.”",9516,701.0,503.0,11/16/2021 17:26:24
10986/11990,"Fofack, Hippolyte. 2012. Accounting for Gender Production from a Growth Accounting Framework in Sub-Saharan Africa. Policy Research working paper;no. WPS 6153. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11990 License: CC BY 3.0 IGO.”",12122,728.0,427.0,11/16/2021 17:26:26
10986/12047,"Maloney, William F.; Caicedo, Felipe Valencia. 2012. The Persistence of (Subnational) Fortune : Geography, Agglomeration, and Institutions in the New World. Policy Research Working Paper; No. 6187. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12047 License: CC BY 3.0 IGO.”",12156,668.0,433.0,11/16/2021 17:26:27
10986/14750,"Burgess, Robin; Venables, Anthony J.. 2004. Toward a Microeconomics of Growth. Policy Research Working Paper;No.3257. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14750 License: CC BY 3.0 IGO.”",16162,540.0,349.0,11/16/2021 17:26:29
10986/15573,"Medvedev, Denis; Oviedo, Ana Maria. 2013. Informality and Profitability : Evidence from a New Firm Survey in Ecuador. Policy Research Working Paper;No. 6431. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15573 License: CC BY 3.0 IGO.”",15950,546.0,375.0,11/16/2021 17:26:30
10986/15923,"Artuç, Erhan; Lederman, Daniel; Porto, Guido. 2013. A Mapping of Labor Mobility Costs            in Developing Countries. Policy Research Working Paper;No.6556. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/15923 License: CC BY 3.0 IGO.”",16843,592.0,354.0,11/16/2021 17:26:31
10986/17737,"Baird, Sarah; Gong, Erick; McIntosh, Craig; Özler, Berk. 2014. The Heterogeneous Effects of HIV Testing. Policy Research Working Paper;No. 6823. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17737 License: CC BY 3.0 IGO.”",19656,513.0,390.0,11/16/2021 17:26:32
10986/18163,"James, Estelle; Edwards, Alejandra Cox; Wong, Rebecca. 2003. The Gender Impact of Pension Reform : A Cross-Country Analysis. Policy Research Working Paper;No. 3074. World Bank, Washington DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18163 License: CC BY 3.0 IGO.”",19985,539.0,343.0,11/16/2021 17:26:34
10986/21394,"Steinbuks, Jevgenijs; Satija, Gaurav; Zhao, Fu. 2015. Sustainability of Solar Electricity : The Role of Endogenous Resource Substitution and Market Mediated Responses. Policy Research Working Paper;No. 7178. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21394 License: CC BY 3.0 IGO.”",25630,696.0,339.0,11/16/2021 17:26:35
